Event ID,Date,Year,Month,Week,Plant,Production Line,Machine ID,Machine Type,Shift,Operator ID,Technician,Downtime Category,Downtime Reason,Planned or Unplanned,Root Cause,Downtime Minutes,Downtime Hours,Repair Cost EURO,Cost per Minute,Production Units Lost,Product Type,Status,Resolution Time,Maintenance Type
DT-02664,2024-03-22,2024,March,12,Plant Rotterdam,Line R1,MC-0001,Industrial Oven,Afternoon (14-22),OP-0108,Tech-020,Software/Control Issue,Software Crash,Unplanned,Human Error,67,1.12,450.24,6.72,42,Automotive Parts,Resolved,2.95,Corrective
DT-02665,2024-03-23,2024,March,12,Plant Lyon,Line L3,MC-0044,CNC Machine,Morning (06-14),OP-0072,Tech-015,Changeover,Tooling Change,Planned,Inadequate Training,48,0.8,650.88,13.56,105,Packaging Units,Resolved,0.38,Corrective
DT-02666,2024-03-23,2024,March,12,Plant Munich,Line M1,MC-0012,Industrial Oven,Morning (06-14),OP-0118,Tech-008,Electrical Failure,PLC Error,Unplanned,Process Variation,23,0.38,178.25,7.75,30,Automotive Parts,Resolved,0.39,Corrective
DT-02667,2024-03-23,2024,March,12,Plant Katowice,Line K1,MC-0030,Stamping Press,Morning (06-14),OP-0033,Tech-025,Quality Issue,Out of Spec Product,Planned,Aging Equipment,29,0.48,286.52,9.88,52,Automotive Parts,Resolved,0.61,Corrective
DT-02668,2024-03-24,2024,March,12,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Night (22-06),OP-0107,Tech-015,Electrical Failure,PLC Error,Unplanned,Poor Spare Parts Availability,45,0.75,76.95,1.71,75,Automotive Parts,Resolved,1.6,Predictive
DT-02669,2024-03-24,2024,March,12,Plant Katowice,Line K1,MC-0029,Stamping Press,Afternoon (14-22),OP-0097,Tech-008,Operator Error,Manual Handling Error,Planned,Wear and Tear,31,0.52,307.21,9.91,61,Electronic Housings,Resolved,1.04,Corrective
DT-02670,2024-03-25,2024,March,13,Plant Rotterdam,Line R3,MC-0008,Packaging Machine,Morning (06-14),OP-0094,Tech-004,Mechanical Failure,Belt Breakage,Unplanned,Design Flaw,101,1.68,710.03,7.03,125,Packaging Units,In Progress,,Corrective
DT-02671,2024-03-25,2024,March,13,Plant Munich,Line M3,MC-0021,Injection Molding Machine,Afternoon (14-22),OP-0030,Tech-018,Operator Error,Incorrect Setup,Unplanned,Environmental Conditions,16,0.27,222.08,13.88,27,Machine Tools,Resolved,0.2,Predictive
DT-02672,2024-03-25,2024,March,13,Plant Lyon,Line L3,MC-0046,Hydraulic Press,Afternoon (14-22),OP-0002,Tech-017,Quality Issue,Rework Required,Unplanned,Poor Spare Parts Availability,30,0.5,218.7,7.29,25,Automotive Parts,Resolved,1.1,Corrective
DT-02673,2024-03-25,2024,March,13,Plant Munich,Line M4,MC-0025,Robotic Welder,Afternoon (14-22),OP-0003,Tech-018,Mechanical Failure,Hydraulic Leak,Unplanned,Design Flaw,64,1.07,278.4,4.35,94,Electronic Housings,Resolved,1.02,Corrective
DT-02674,2024-03-25,2024,March,13,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Morning (06-14),OP-0040,Tech-012,Software/Control Issue,Firmware Update Error,Unplanned,Wear and Tear,31,0.52,341.93,11.03,49,Metal Fittings,Resolved,1.37,Predictive
DT-02675,2024-03-25,2024,March,13,Plant Munich,Line M1,MC-0011,Industrial Oven,Morning (06-14),OP-0043,Tech-003,Electrical Failure,Sensor Malfunction,Unplanned,Wear and Tear,178,2.97,1424.0,8.0,271,Packaging Units,Resolved,5.15,Predictive
DT-02676,2024-03-25,2024,March,13,Plant Rotterdam,Line R3,MC-0009,Palletizer,Afternoon (14-22),OP-0118,Tech-016,Software/Control Issue,HMI Freeze,Unplanned,Supplier Quality Issue,80,1.33,461.6,5.77,112,Electronic Housings,Resolved,2.44,Corrective
DT-02677,2024-03-26,2024,March,13,Plant Rotterdam,Line R3,MC-0008,Packaging Machine,Morning (06-14),OP-0023,Tech-010,Quality Issue,Rework Required,Unplanned,Poor Spare Parts Availability,19,0.32,145.92,7.68,45,Machine Tools,Resolved,1.28,Corrective
DT-02678,2024-03-26,2024,March,13,Plant Munich,Line M3,MC-0022,Stamping Press,Morning (06-14),OP-0113,Tech-019,Electrical Failure,Power Supply Failure,Unplanned,Process Variation,26,0.43,290.94,11.19,63,Plastic Components,Resolved,0.9,Corrective
DT-02679,2024-03-26,2024,March,13,Plant Munich,Line M4,MC-0028,Stamping Press,Afternoon (14-22),OP-0023,Tech-003,Preventive Maintenance,Routine Calibration,Planned,Process Variation,41,0.68,298.89,7.29,66,Electronic Housings,Resolved,0.61,Preventive
DT-02680,2024-03-26,2024,March,13,Plant Katowice,Line K2,MC-0034,Industrial Oven,Morning (06-14),OP-0042,Tech-009,Mechanical Failure,Bearing Failure,Unplanned,Inadequate Training,29,0.48,180.09,6.21,50,Electronic Housings,Resolved,0.37,Predictive
DT-02681,2024-03-26,2024,March,13,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Morning (06-14),OP-0021,Tech-012,Changeover,Product Changeover,Planned,Aging Equipment,57,0.95,563.16,9.88,65,Machine Tools,Pending,,Corrective
DT-02682,2024-03-26,2024,March,13,Plant Rotterdam,Line R1,MC-0002,Assembly Robot,Afternoon (14-22),OP-0027,Tech-010,Electrical Failure,Wiring Fault,Unplanned,Design Flaw,104,1.73,940.16,9.04,116,Machine Tools,Resolved,0.87,Corrective
DT-02683,2024-03-27,2024,March,13,Plant Rotterdam,Line R3,MC-0010,Industrial Oven,Afternoon (14-22),OP-0002,Tech-015,Software/Control Issue,Software Crash,Unplanned,Aging Equipment,45,0.75,117.9,2.62,52,Machine Tools,Resolved,1.95,Predictive
DT-02684,2024-03-27,2024,March,13,Plant Katowice,Line K2,MC-0033,Industrial Oven,Afternoon (14-22),OP-0043,Tech-016,Material Shortage,Component Stockout,Unplanned,Wear and Tear,74,1.23,511.34,6.91,193,Plastic Components,Resolved,3.53,Corrective
DT-02685,2024-03-28,2024,March,13,Plant Lyon,Line L2,MC-0040,Industrial Oven,Morning (06-14),OP-0050,Tech-020,Electrical Failure,Short Circuit,Unplanned,Aging Equipment,69,1.15,718.98,10.42,157,Electronic Housings,Resolved,2.05,Corrective
DT-02686,2024-03-28,2024,March,13,Plant Munich,Line M2,MC-0018,Hydraulic Press,Night (22-06),OP-0038,Tech-006,Changeover,Product Changeover,Planned,Supplier Quality Issue,44,0.73,410.08,9.32,80,Electronic Housings,Resolved,0.97,Corrective
DT-02687,2024-03-28,2024,March,13,Plant Munich,Line M1,MC-0011,Industrial Oven,Night (22-06),OP-0044,Tech-012,Operator Error,Incorrect Setup,Unplanned,Design Flaw,52,0.87,398.84,7.67,110,Electronic Housings,Resolved,0.2,Corrective
DT-02688,2024-03-28,2024,March,13,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Morning (06-14),OP-0101,Tech-007,Preventive Maintenance,Scheduled Inspection,Planned,Lack of Preventive Maintenance,22,0.37,308.0,14.0,45,Packaging Units,Resolved,0.27,Preventive
DT-02689,2024-03-28,2024,March,13,Plant Munich,Line M1,MC-0014,Hydraulic Press,Night (22-06),OP-0106,Tech-025,Material Shortage,Component Stockout,Unplanned,Supplier Quality Issue,89,1.48,584.73,6.57,94,Metal Fittings,Resolved,2.1,Predictive
DT-02690,2024-03-28,2024,March,13,Plant Munich,Line M2,MC-0019,Palletizer,Night (22-06),OP-0083,Tech-011,Mechanical Failure,Hydraulic Leak,Unplanned,Lack of Preventive Maintenance,77,1.28,237.93,3.09,148,Plastic Components,Resolved,2.61,Corrective
DT-02691,2024-03-29,2024,March,13,Plant Katowice,Line K2,MC-0033,Industrial Oven,Night (22-06),OP-0056,Tech-001,Software/Control Issue,Software Crash,Planned,Lack of Preventive Maintenance,66,1.1,383.46,5.81,80,Packaging Units,Resolved,2.91,Corrective
DT-02692,2024-03-29,2024,March,13,Plant Munich,Line M3,MC-0020,Assembly Robot,Morning (06-14),OP-0034,Tech-014,Material Shortage,Raw Material Delay,Unplanned,Supplier Quality Issue,149,2.48,1263.52,8.48,191,Electronic Housings,Resolved,4.05,Predictive
DT-02693,2024-03-30,2024,March,13,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Morning (06-14),OP-0004,Tech-020,Preventive Maintenance,Routine Calibration,Planned,Process Variation,46,0.77,701.04,15.24,94,Machine Tools,Resolved,3.77,Preventive
DT-02694,2024-03-30,2024,March,13,Plant Munich,Line M3,MC-0023,Packaging Machine,Night (22-06),OP-0066,Tech-022,Electrical Failure,PLC Error,Unplanned,Aging Equipment,56,0.93,287.28,5.13,98,Electronic Housings,In Progress,,Predictive
DT-02695,2024-03-30,2024,March,13,Plant Katowice,Line K2,MC-0033,Industrial Oven,Afternoon (14-22),OP-0108,Tech-020,Changeover,Mold Change,Planned,Design Flaw,53,0.88,231.61,4.37,64,Automotive Parts,Resolved,1.4,Predictive
DT-02696,2024-03-30,2024,March,13,Plant Munich,Line M3,MC-0022,Stamping Press,Morning (06-14),OP-0081,Tech-011,Changeover,Tooling Change,Planned,Inadequate Training,53,0.88,737.23,13.91,56,Plastic Components,Resolved,3.03,Predictive
DT-02697,2024-03-30,2024,March,13,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Afternoon (14-22),OP-0014,Tech-007,Software/Control Issue,Firmware Update Error,Unplanned,Environmental Conditions,35,0.58,517.3,14.78,44,Electronic Housings,Resolved,0.2,Corrective
DT-02698,2024-03-31,2024,March,13,Plant Munich,Line M4,MC-0027,Packaging Machine,Night (22-06),OP-0030,Tech-006,Electrical Failure,Short Circuit,Unplanned,Process Variation,57,0.95,320.91,5.63,72,Machine Tools,Resolved,1.87,Corrective
DT-02699,2024-03-31,2024,March,13,Plant Munich,Line M2,MC-0018,Hydraulic Press,Afternoon (14-22),OP-0022,Tech-008,Changeover,Product Changeover,Planned,Design Flaw,50,0.83,172.0,3.44,89,Plastic Components,Resolved,2.04,Corrective
DT-02700,2024-03-31,2024,March,13,Plant Katowice,Line K1,MC-0031,Robotic Welder,Morning (06-14),OP-0080,Tech-010,Quality Issue,Out of Spec Product,Unplanned,Lack of Preventive Maintenance,46,0.77,708.4,15.4,46,Machine Tools,Resolved,2.39,Corrective
DT-02701,2024-03-31,2024,March,13,Plant Katowice,Line K1,MC-0030,Stamping Press,Afternoon (14-22),OP-0064,Tech-017,Operator Error,Missed Procedure Step,Unplanned,Design Flaw,72,1.2,770.4,10.7,82,Plastic Components,Resolved,3.03,Corrective
DT-02702,2024-03-31,2024,March,13,Plant Katowice,Line K2,MC-0034,Industrial Oven,Night (22-06),OP-0042,Tech-003,Mechanical Failure,Gear Wear,Unplanned,Wear and Tear,52,0.87,486.72,9.36,83,Metal Fittings,Resolved,4.4,Predictive
DT-02703,2024-03-31,2024,March,13,Plant Munich,Line M1,MC-0015,Stamping Press,Morning (06-14),OP-0094,Tech-012,Material Shortage,Component Stockout,Unplanned,Inadequate Training,212,3.53,2204.8,10.4,504,Electronic Housings,Resolved,5.57,Corrective
DT-02704,2024-03-31,2024,March,13,Plant Munich,Line M1,MC-0014,Hydraulic Press,Morning (06-14),OP-0098,Tech-011,Material Shortage,Supplier Delay,Unplanned,Design Flaw,139,2.32,1341.35,9.65,259,Machine Tools,Resolved,3.04,Corrective
DT-02705,2024-03-31,2024,March,13,Plant Rotterdam,Line R2,MC-0005,CNC Machine,Morning (06-14),OP-0045,Tech-014,Software/Control Issue,HMI Freeze,Unplanned,Human Error,24,0.4,257.04,10.71,18,Metal Fittings,In Progress,,Corrective
DT-02706,2024-03-31,2024,March,13,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Afternoon (14-22),OP-0111,Tech-021,Changeover,Mold Change,Planned,Unknown,15,0.25,123.3,8.22,26,Metal Fittings,Resolved,0.91,Corrective
DT-02707,2024-04-01,2024,April,14,Plant Munich,Line M1,MC-0011,Industrial Oven,Morning (06-14),OP-0057,Tech-003,Software/Control Issue,Network Communication Loss,Unplanned,Aging Equipment,32,0.53,54.72,1.71,64,Electronic Housings,Resolved,2.39,Corrective
DT-02708,2024-04-01,2024,April,14,Plant Rotterdam,Line R2,MC-0005,CNC Machine,Morning (06-14),OP-0073,Tech-022,Changeover,Tooling Change,Planned,Environmental Conditions,30,0.5,348.6,11.62,20,Packaging Units,Resolved,1.02,Corrective
DT-02709,2024-04-01,2024,April,14,Plant Munich,Line M1,MC-0014,Hydraulic Press,Morning (06-14),OP-0047,Tech-018,Preventive Maintenance,Filter Replacement,Planned,Poor Spare Parts Availability,78,1.3,563.94,7.23,124,Machine Tools,Resolved,3.3,Preventive
DT-02710,2024-04-01,2024,April,14,Plant Katowice,Line K2,MC-0035,Conveyor System,Morning (06-14),OP-0031,Tech-012,Mechanical Failure,Gear Wear,Unplanned,Lack of Preventive Maintenance,95,1.58,469.3,4.94,32,Plastic Components,In Progress,,Corrective
DT-02711,2024-04-02,2024,April,14,Plant Lyon,Line L3,MC-0047,Industrial Oven,Morning (06-14),OP-0093,Tech-021,Operator Error,Incorrect Setup,Unplanned,Environmental Conditions,44,0.73,314.6,7.15,58,Electronic Housings,Resolved,2.16,Predictive
DT-02712,2024-04-02,2024,April,14,Plant Munich,Line M1,MC-0013,Packaging Machine,Morning (06-14),OP-0093,Tech-023,Quality Issue,Calibration Drift,Unplanned,Wear and Tear,48,0.8,413.28,8.61,60,Metal Fittings,Resolved,2.8,Predictive
DT-02713,2024-04-02,2024,April,14,Plant Katowice,Line K2,MC-0032,Hydraulic Press,Morning (06-14),OP-0053,Tech-015,Quality Issue,Calibration Drift,Unplanned,Unknown,132,2.2,1272.48,9.64,126,Automotive Parts,Resolved,2.8,Predictive
DT-02714,2024-04-02,2024,April,14,Plant Lyon,Line L1,MC-0036,Palletizer,Morning (06-14),OP-0049,Tech-006,Mechanical Failure,Gear Wear,Unplanned,Wear and Tear,21,0.35,81.69,3.89,33,Electronic Housings,Resolved,1.52,Corrective
DT-02715,2024-04-02,2024,April,14,Plant Munich,Line M2,MC-0019,Palletizer,Morning (06-14),OP-0076,Tech-005,Electrical Failure,Sensor Malfunction,Unplanned,Inadequate Training,69,1.15,279.45,4.05,110,Metal Fittings,Resolved,1.48,Predictive
DT-02716,2024-04-02,2024,April,14,Plant Munich,Line M2,MC-0017,Conveyor System,Morning (06-14),OP-0015,Tech-024,Mechanical Failure,Bearing Failure,Unplanned,Supplier Quality Issue,13,0.22,57.98,4.46,28,Plastic Components,Resolved,0.32,Corrective
DT-02717,2024-04-02,2024,April,14,Plant Lyon,Line L3,MC-0045,Packaging Machine,Afternoon (14-22),OP-0085,Tech-016,Electrical Failure,Power Supply Failure,Unplanned,Design Flaw,12,0.2,70.92,5.91,16,Metal Fittings,Resolved,1.6,Corrective
DT-02718,2024-04-03,2024,April,14,Plant Munich,Line M1,MC-0012,Industrial Oven,Afternoon (14-22),OP-0039,Tech-016,Material Shortage,Component Stockout,Unplanned,Poor Spare Parts Availability,101,1.68,682.76,6.76,200,Electronic Housings,Resolved,2.71,Corrective
DT-02719,2024-04-03,2024,April,14,Plant Munich,Line M1,MC-0013,Packaging Machine,Morning (06-14),OP-0099,Tech-007,Material Shortage,Component Stockout,Unplanned,Process Variation,155,2.58,974.95,6.29,358,Metal Fittings,Resolved,5.16,Corrective
DT-02720,2024-04-03,2024,April,14,Plant Rotterdam,Line R2,MC-0006,Assembly Robot,Afternoon (14-22),OP-0062,Tech-015,Mechanical Failure,Belt Breakage,Unplanned,Inadequate Training,27,0.45,349.38,12.94,64,Electronic Housings,Resolved,1.72,Corrective
DT-02721,2024-04-03,2024,April,14,Plant Lyon,Line L2,MC-0042,Conveyor System,Night (22-06),OP-0079,Tech-012,Material Shortage,Raw Material Delay,Unplanned,Environmental Conditions,107,1.78,414.09,3.87,65,Metal Fittings,Resolved,3.95,Predictive
DT-02722,2024-04-03,2024,April,14,Plant Katowice,Line K1,MC-0030,Stamping Press,Night (22-06),OP-0093,Tech-019,Electrical Failure,Power Supply Failure,Unplanned,Process Variation,118,1.97,767.0,6.5,100,Plastic Components,Resolved,3.45,Corrective
DT-02723,2024-04-03,2024,April,14,Plant Munich,Line M3,MC-0021,Injection Molding Machine,Morning (06-14),OP-0086,Tech-002,Preventive Maintenance,Routine Calibration,Planned,Lack of Preventive Maintenance,81,1.35,970.38,11.98,55,Packaging Units,Resolved,1.99,Preventive
DT-02724,2024-04-03,2024,April,14,Plant Munich,Line M4,MC-0026,CNC Machine,Morning (06-14),OP-0015,Tech-002,Mechanical Failure,Bearing Failure,Unplanned,Inadequate Training,18,0.3,140.04,7.78,31,Electronic Housings,Resolved,0.2,Predictive
DT-02725,2024-04-03,2024,April,14,Plant Lyon,Line L2,MC-0042,Conveyor System,Morning (06-14),OP-0002,Tech-016,Material Shortage,Component Stockout,Unplanned,Aging Equipment,193,3.22,980.44,5.08,277,Automotive Parts,Resolved,5.89,Corrective
DT-02726,2024-04-04,2024,April,14,Plant Lyon,Line L3,MC-0046,Hydraulic Press,Night (22-06),OP-0016,Tech-008,Software/Control Issue,Firmware Update Error,Unplanned,Unknown,98,1.63,723.24,7.38,189,Plastic Components,Pending,,Corrective
DT-02727,2024-04-04,2024,April,14,Plant Lyon,Line L3,MC-0044,CNC Machine,Morning (06-14),OP-0082,Tech-019,Quality Issue,Out of Spec Product,Unplanned,Environmental Conditions,23,0.38,233.22,10.14,48,Metal Fittings,Resolved,0.46,Corrective
DT-02728,2024-04-04,2024,April,14,Plant Munich,Line M3,MC-0024,Injection Molding Machine,Afternoon (14-22),OP-0071,Tech-021,Electrical Failure,PLC Error,Unplanned,Lack of Preventive Maintenance,31,0.52,352.78,11.38,27,Machine Tools,Resolved,1.31,Corrective
DT-02729,2024-04-05,2024,April,14,Plant Rotterdam,Line R3,MC-0009,Palletizer,Morning (06-14),OP-0057,Tech-022,Mechanical Failure,Bearing Failure,Unplanned,Aging Equipment,77,1.28,356.51,4.63,109,Plastic Components,In Progress,,Corrective
DT-02730,2024-04-05,2024,April,14,Plant Munich,Line M4,MC-0028,Stamping Press,Night (22-06),OP-0042,Tech-006,Mechanical Failure,Bearing Failure,Unplanned,Process Variation,27,0.45,328.32,12.16,47,Metal Fittings,In Progress,,Corrective
DT-02731,2024-04-06,2024,April,14,Plant Munich,Line M3,MC-0021,Injection Molding Machine,Night (22-06),OP-0029,Tech-021,Software/Control Issue,Firmware Update Error,Unplanned,Unknown,104,1.73,1162.72,11.18,85,Metal Fittings,Pending,,Corrective
DT-02732,2024-04-06,2024,April,14,Plant Munich,Line M4,MC-0028,Stamping Press,Night (22-06),OP-0074,Tech-016,Operator Error,Manual Handling Error,Unplanned,Wear and Tear,60,1.0,345.6,5.76,48,Packaging Units,Resolved,2.42,Corrective
DT-02733,2024-04-07,2024,April,14,Plant Lyon,Line L3,MC-0046,Hydraulic Press,Afternoon (14-22),OP-0070,Tech-011,Electrical Failure,Wiring Fault,Unplanned,Environmental Conditions,47,0.78,368.48,7.84,79,Machine Tools,Resolved,0.22,Corrective
DT-02734,2024-04-07,2024,April,14,Plant Lyon,Line L2,MC-0039,Industrial Oven,Morning (06-14),OP-0062,Tech-017,Preventive Maintenance,Scheduled Inspection,Planned,Environmental Conditions,76,1.27,563.92,7.42,141,Metal Fittings,Resolved,1.51,Preventive
DT-02735,2024-04-07,2024,April,14,Plant Katowice,Line K2,MC-0033,Industrial Oven,Afternoon (14-22),OP-0092,Tech-018,Preventive Maintenance,Filter Replacement,Planned,Process Variation,68,1.13,692.24,10.18,147,Automotive Parts,Resolved,3.06,Preventive
DT-02736,2024-04-07,2024,April,14,Plant Munich,Line M4,MC-0027,Packaging Machine,Night (22-06),OP-0001,Tech-014,Software/Control Issue,Software Crash,Unplanned,Design Flaw,46,0.77,131.56,2.86,79,Plastic Components,Resolved,2.54,Predictive
DT-02737,2024-04-07,2024,April,14,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Night (22-06),OP-0115,Tech-024,Quality Issue,Out of Spec Product,Unplanned,Unknown,19,0.32,125.59,6.61,31,Packaging Units,Resolved,0.81,Corrective
DT-02738,2024-04-07,2024,April,14,Plant Munich,Line M1,MC-0013,Packaging Machine,Morning (06-14),OP-0021,Tech-004,Quality Issue,Rework Required,Unplanned,Supplier Quality Issue,36,0.6,209.88,5.83,72,Machine Tools,Resolved,3.01,Corrective
DT-02739,2024-04-07,2024,April,14,Plant Munich,Line M3,MC-0021,Injection Molding Machine,Afternoon (14-22),OP-0045,Tech-007,Software/Control Issue,HMI Freeze,Unplanned,Aging Equipment,39,0.65,372.06,9.54,84,Packaging Units,Resolved,0.49,Corrective
DT-02740,2024-04-07,2024,April,14,Plant Lyon,Line L1,MC-0038,Stamping Press,Afternoon (14-22),OP-0069,Tech-010,Electrical Failure,PLC Error,Unplanned,Wear and Tear,59,0.98,510.35,8.65,124,Packaging Units,Resolved,2.7,Corrective
DT-02741,2024-04-08,2024,April,15,Plant Munich,Line M1,MC-0011,Industrial Oven,Night (22-06),OP-0071,Tech-013,Preventive Maintenance,Lubrication Service,Planned,Unknown,85,1.42,456.45,5.37,173,Machine Tools,Resolved,1.45,Preventive
DT-02742,2024-04-08,2024,April,15,Plant Katowice,Line K1,MC-0029,Stamping Press,Afternoon (14-22),OP-0011,Tech-013,Operator Error,Incorrect Setup,Unplanned,Human Error,5,0.08,58.7,11.74,7,Machine Tools,Resolved,1.39,Corrective
DT-02743,2024-04-08,2024,April,15,Plant Katowice,Line K1,MC-0030,Stamping Press,Night (22-06),OP-0029,Tech-006,Preventive Maintenance,Scheduled Inspection,Planned,Aging Equipment,69,1.15,645.15,9.35,154,Plastic Components,Resolved,3.11,Preventive
DT-02744,2024-04-08,2024,April,15,Plant Rotterdam,Line R1,MC-0002,Assembly Robot,Night (22-06),OP-0118,Tech-013,Mechanical Failure,Bearing Failure,Unplanned,Human Error,44,0.73,592.24,13.46,51,Metal Fittings,Resolved,0.95,Corrective
DT-02745,2024-04-08,2024,April,15,Plant Munich,Line M4,MC-0028,Stamping Press,Afternoon (14-22),OP-0010,Tech-010,Preventive Maintenance,Filter Replacement,Planned,Lack of Preventive Maintenance,73,1.22,740.95,10.15,101,Packaging Units,Resolved,0.55,Preventive
DT-02746,2024-04-08,2024,April,15,Plant Lyon,Line L2,MC-0042,Conveyor System,Morning (06-14),OP-0048,Tech-007,Mechanical Failure,Hydraulic Leak,Planned,Wear and Tear,28,0.47,125.44,4.48,44,Plastic Components,Resolved,0.2,Predictive
DT-02747,2024-04-08,2024,April,15,Plant Lyon,Line L2,MC-0040,Industrial Oven,Afternoon (14-22),OP-0030,Tech-002,Quality Issue,Rework Required,Unplanned,Human Error,65,1.08,411.45,6.33,150,Packaging Units,Resolved,1.71,Predictive
